epoch,train_loss,train_accuracy,epoch_time,cumulative_time,loss_improvement,accuracy_improvement
1,1.017666696674294,56.577210734711834,3.9655702114105225,3.9655702114105225,0.0,0.0
2,0.8064592199193107,64.32028156621206,3.6384124755859375,7.60398268699646,0.2112074767549833,7.743070831500226
3,0.7218142607145839,69.68763748350197,3.6497879028320312,11.253770589828491,0.08464495920472681,5.367355917289913
4,0.69945881391565,68.49978002639683,3.6433727741241455,14.897143363952637,0.022355446798933865,-1.1878574571051388
5,0.62891726113028,72.94324681038276,3.648336887359619,18.545480251312256,0.07054155278537,4.443466783985926
6,0.6023195986118581,74.8790145182578,3.636934280395508,22.182414531707764,0.026597662518421883,1.9357677078750442
7,0.6255018272333674,72.67927848658161,3.6341757774353027,25.816590309143066,-0.023182228621509315,-2.1997360316761956
8,0.6124551188614633,74.43906731192257,3.636859178543091,29.453449487686157,0.013046708371904137,1.7597888253409621
9,0.6178631927404139,74.65904091509019,3.633847713470459,33.087297201156616,-0.005408073878950592,0.21997360316761672
10,0.6903682317998674,71.0074791025077,3.633063793182373,36.72036099433899,-0.07250503905945349,-3.651561812582486
11,0.637302276574903,72.19533655961284,3.6425552368164062,40.362916231155396,0.05306595522496438,1.1878574571051388
12,0.693737380620506,71.53541575010999,3.633896827697754,43.99681305885315,-0.056435104045603035,-0.6599208095028501
13,0.761586939295133,66.78398592168939,3.634580135345459,47.63139319419861,-0.06784955867462694,-4.751429828420598
14,0.6925434006585015,70.65552133743951,3.6435911655426025,51.27498435974121,0.06904353863663149,3.8715354157501167
15,0.7682118117809296,65.24417069951606,3.645209312438965,54.920193672180176,-0.07566841112242806,-5.411350637923448
16,0.8242433273957835,63.96832380114386,3.6473500728607178,58.567543745040894,-0.05603151561485398,-1.275846898372201
17,0.9051100588921044,59.17289925208975,3.6273622512817383,62.19490599632263,-0.08086673149632084,-4.795424549054111
18,0.9312658305797312,59.04091509018918,3.6404237747192383,65.83532977104187,-0.02615577168762684,-0.1319841619005686
19,1.0035130629936855,57.10514738231412,3.641305923461914,69.47663569450378,-0.07224723241395425,-1.9357677078750584
20,1.0513910618093278,54.72943246810383,3.636983871459961,73.11361956596375,-0.047877998815642364,-2.375714914210292
21,1.163073730137613,51.07787065552134,3.6464459896087646,76.76006555557251,-0.11168266832828522,-3.651561812582493
22,1.3763219606545236,42.32292124945007,3.651383638381958,80.41144919395447,-0.21324823051691055,-8.754949406071269
23,1.4168184490667448,41.575010998680156,3.6430823802948,84.05453157424927,-0.0404964884122212,-0.7479102507699125
24,1.196973141696718,50.59392872855258,3.623673915863037,87.6782054901123,0.21984530737002683,9.01891772987242
25,0.7801619987520907,65.72811262648482,3.623368501663208,91.30157399177551,0.4168111429446273,15.134183897932239
26,0.5296062534099393,78.61856577210735,3.6421561241149902,94.9437301158905,0.2505557453421514,12.89045314562253
27,0.4396249236952927,83.32600087989441,3.640608549118042,98.58433866500854,0.08998132971464656,4.707435107787063
28,0.36386654236250454,86.80158380994281,3.64160418510437,102.22594285011292,0.07575838133278817,3.475582930048404
29,0.2984098019078374,89.66124065112187,3.6338112354278564,105.85975408554077,0.06545674045466715,2.85965684117906
30,0.27700551009426516,90.4531456225253,3.6260132789611816,109.48576736450195,0.02140429181357223,0.7919049714034259
31,0.2568128586915716,91.15706115266168,3.636207342147827,113.12197470664978,0.02019265140269355,0.7039155301363849
32,0.19985468946914706,93.2248130224373,3.631324052810669,116.75329875946045,0.056958169222424554,2.06775186977562
33,0.18602701492232476,93.53277606687197,3.640688896179199,120.39398765563965,0.013827674546822294,0.30796304443467193
34,0.15476812144172275,94.58864936207655,3.6390514373779297,124.03303909301758,0.03125889348060201,1.0558732952045773
35,0.13916821987368166,94.94060712714474,3.6408939361572266,127.6739330291748,0.015599901568041086,0.35195776506819243
36,0.11754639451909396,95.90849098108227,3.6437528133392334,131.31768584251404,0.021621825354587704,0.9678838539375221
37,0.11230760400917461,96.04047514298284,3.6411921977996826,134.95887804031372,0.00523879050991935,0.1319841619005757
38,0.09520299635995697,96.30444346678398,3.6391327381134033,138.59801077842712,0.017104607649217646,0.2639683238011372
39,0.08840117014349541,96.92036955565332,3.644322395324707,142.24233317375183,0.006801826216461554,0.6159260888693439
40,0.08265858105086307,97.27232732072152,3.6403372287750244,145.88267040252686,0.005742589092632339,0.35195776506819243
41,0.07098259466389815,97.84425868895732,3.623922348022461,149.50659275054932,0.011675986386964918,0.5719313682358091
42,0.05567113008550627,98.7241531016278,3.6351141929626465,153.14170694351196,0.015311464578391887,0.8798944126704811
43,0.05771053917447312,98.10822701275846,3.634481191635132,156.7761881351471,-0.0020394090889668537,-0.6159260888693439
44,0.054522451645122295,98.24021117465904,3.637080669403076,160.41326880455017,0.0031880875293508262,0.1319841619005757
45,0.05316898752787185,98.37219533655961,3.639812707901001,164.05308151245117,0.0013534641172504441,0.1319841619005757
46,0.050589912668429965,98.3282006159261,3.64500093460083,167.698082447052,0.0025790748594418864,-0.0439947206335205
47,0.04386041976007012,98.7241531016278,3.647989273071289,171.3460717201233,0.006729492908359842,0.39595248570171293
48,0.074482253418359,97.18433787945446,3.634460926055908,174.9805326461792,-0.030621833658288876,-1.5398152221733454
49,0.047987506745761896,98.37219533655961,3.630742311477661,178.61127495765686,0.026494746672597103,1.187857457105153
50,0.032995134262212865,98.9001319841619,3.639616012573242,182.2508909702301,0.014992372483549031,0.5279366476022886
51,0.050173235499338865,98.68015838099429,3.640244483947754,185.89113545417786,-0.017178101237126,-0.21997360316761672
52,0.06819601084700683,97.66827980642323,3.6438534259796143,189.53498888015747,-0.01802277534766796,-1.0118785745710568
53,0.02568923856862663,99.12010558732952,3.6376302242279053,193.17261910438538,0.04250677227838019,1.4518257809062902
54,0.04233921938268597,98.59216893972723,3.636486291885376,196.80910539627075,-0.01664998081405934,-0.5279366476022886
55,0.037706764421222436,98.54817421909371,3.6339595317840576,200.4430649280548,0.004632454961463535,-0.0439947206335205
56,0.022287917862639815,99.42806863176419,3.6421141624450684,204.08517909049988,0.015418846558582621,0.8798944126704811
57,0.030925726635258697,98.9001319841619,3.6319353580474854,207.71711444854736,-0.008637808772618882,-0.5279366476022886
58,0.019117317050889444,99.47206335239771,3.6245198249816895,211.34163427352905,0.011808409584369253,0.5719313682358091
59,0.02138364964937662,99.29608446986362,3.6312313079833984,214.97286558151245,-0.002266332598487176,-0.17597888253409621
60,0.019050387449169648,99.51605807303123,3.636873483657837,218.6097390651703,0.0023332622002069717,0.21997360316761672
61,0.019390585651510465,99.2520897492301,3.6282217502593994,222.2379608154297,-0.0003401982023408176,-0.2639683238011372
62,0.017470151272846124,99.51605807303123,3.6377174854278564,225.87567830085754,0.0019204343786643416,0.2639683238011372
63,0.01944179863898575,99.34007919049714,3.6420695781707764,229.51774787902832,-0.0019716473661396255,-0.17597888253409621
64,0.016366224146749018,99.42806863176419,3.639909029006958,233.15765690803528,0.0030755744922367316,0.08798944126705521
65,0.017675261479477438,99.34007919049714,3.6379244327545166,236.7955813407898,-0.0013090373327284202,-0.08798944126705521
66,0.025414352481852295,99.16410030796304,3.638551950454712,240.4341332912445,-0.007739091002374857,-0.17597888253409621
67,0.021181969613798576,99.2520897492301,3.651733636856079,244.0858669281006,0.004232382868053719,0.08798944126705521
68,0.022431084850621928,99.29608446986362,3.6478376388549805,247.73370456695557,-0.0012491152368233512,0.0439947206335205
69,0.014893962394530212,99.47206335239771,3.6426162719726562,251.37632083892822,0.007537122456091715,0.17597888253409621
70,0.028263615492707887,99.20809502859657,3.646273374557495,255.02259421348572,-0.013369653098177675,-0.2639683238011372
71,0.030204520915503963,99.076110866696,3.6415233612060547,258.6641175746918,-0.0019409054227960756,-0.1319841619005757
72,0.030987505674905453,98.94412670479542,3.645911931991577,262.31002950668335,-0.0007829847594014901,-0.1319841619005757
73,0.013802844108896452,99.51605807303123,3.642900228500366,265.9529297351837,0.017184661566009,0.5719313682358091
74,0.019593872350621194,99.34007919049714,3.63045334815979,269.5833830833435,-0.005791028241724741,-0.17597888253409621
75,0.030153985190635366,98.98812142542894,3.6322920322418213,273.2156751155853,-0.010560112840014173,-0.35195776506819243
76,0.01419036208302613,99.42806863176419,3.642726182937622,276.85840129852295,0.015963623107609237,0.43994720633524764
