class_name,precision,recall,f1_score,support
Soyabean_Mosaic,0.8632478632478633,0.9181818181818182,0.8898678414096917,110
healthy,1.0,0.6388888888888888,0.7796610169491526,36
rust,0.8714285714285714,0.953125,0.9104477611940298,64
