epoch,loss,accuracy,time,learning_rate,min_batch_loss,max_batch_loss,std_batch_loss
26,0.43412685216404495,82.14453125,15.194071054458618,0.0001,0.1401323825120926,0.9566458463668823,0.12532336708213962
27,0.4332295832410455,82.427734375,15.3613920211792,0.0001,0.12819577753543854,0.995841920375824,0.1275763681741812
28,0.4279536568094045,82.67578125,15.075454950332642,0.0001,0.1154167652130127,0.914763331413269,0.12309174263997195
29,0.41763353411108256,83.05859375,14.987184762954712,0.0001,0.13346995413303375,0.8892874121665955,0.12632401983553784
30,0.42067593419458715,82.876953125,14.771042108535767,0.0001,0.12185267359018326,0.9307927489280701,0.12234625153148626
31,0.41408198152668774,83.19140625,15.148946285247803,0.0001,0.1184290423989296,0.9293624758720398,0.12397061295367974
32,0.4107725801318884,83.34375,15.529250621795654,0.0001,0.11771434545516968,1.0444880723953247,0.1257112129015065
33,0.4068078681780025,83.6015625,15.6306312084198,0.0001,0.08450236171483994,0.9263964891433716,0.12294234531053984
34,0.39936353569850325,83.876953125,15.152822256088257,0.0001,0.11114421486854553,0.9356208443641663,0.12216604099223438
35,0.3961801961902529,83.90234375,15.285096168518066,0.0001,0.10658565908670425,1.0347309112548828,0.1207352344148759
36,0.39566855544224383,83.931640625,15.615038871765137,0.0001,0.13136962056159973,0.8754937052726746,0.12319071427590943
37,0.3903690210636705,84.28515625,14.98541259765625,0.0001,0.10502400994300842,0.8211812376976013,0.12051914372076354
38,0.388890881780535,84.34765625,14.98743987083435,0.0001,0.11057232320308685,0.9000077843666077,0.12193993331490265
39,0.38647636856418105,84.33984375,15.324228763580322,0.0001,0.09537798166275024,0.9338021874427795,0.12199287348252687
40,0.3834074917063117,84.59375,15.384479284286499,0.0001,0.10247626155614853,0.8746623396873474,0.11920952483331586
41,0.37997556701302526,84.681640625,14.95372724533081,0.0001,0.08094485849142075,0.9021855592727661,0.12296794094743133
42,0.37478936961386355,84.783203125,15.64598274230957,0.0001,0.09851997345685959,0.9263132810592651,0.12120327778074559
43,0.3731251462269574,85.033203125,15.120303630828857,0.0001,0.08263516426086426,0.8371093273162842,0.12355784455344263
44,0.37153133205138145,84.927734375,15.651765584945679,0.0001,0.08705908805131912,0.8711318969726562,0.11845688567357633
45,0.36614164342638106,85.1328125,15.054718494415283,0.0001,0.0901983231306076,0.9623786807060242,0.1197574135327927
46,0.3659888610476628,85.29296875,14.766595840454102,0.0001,0.0956510379910469,1.0138520002365112,0.12149905447113979
47,0.3600335431704298,85.69140625,16.215818643569946,0.0001,0.09246673434972763,0.9907139539718628,0.12308135054990113
48,0.3603966504847631,85.537109375,15.829005241394043,0.0001,0.06857096403837204,0.912837028503418,0.12025288539015823
49,0.35391024154610934,85.7109375,15.840458869934082,0.0001,0.08329257369041443,0.9420725107192993,0.11826718134223865
50,0.3525263887364417,85.912109375,15.216266870498657,0.0001,0.09760130941867828,0.9114548563957214,0.11985722242102119
51,0.34722947772592305,86.12890625,15.632751703262329,0.0001,0.08324290812015533,0.8807259798049927,0.11722373350511238
52,0.34644308204296975,86.15234375,15.435683488845825,0.0001,0.08471275866031647,0.9164537191390991,0.11764341373444955
53,0.3408324804995209,86.353515625,15.302719354629517,0.0001,0.08439943194389343,0.8668084740638733,0.11470368888855144
54,0.33972564989002424,86.556640625,15.664594650268555,0.0001,0.04954668506979942,0.7963085174560547,0.12036662800474424
55,0.3369932986726053,86.568359375,15.080692529678345,0.0001,0.04743765667080879,0.9872747659683228,0.115191659463168
56,0.3374187042331323,86.55078125,15.279149770736694,0.0001,0.08281715214252472,0.82529616355896,0.12011684739399078
57,0.330253399531357,86.8671875,15.033034563064575,0.0001,0.06584353744983673,0.8741837739944458,0.11894510111170356
58,0.32455300010275095,86.94921875,15.411720275878906,0.0001,0.09055528044700623,0.8583307862281799,0.11456655532549644
59,0.32308562540449204,87.16015625,15.118713855743408,0.0001,0.08071696758270264,0.9389764070510864,0.1195074718242938
60,0.3200149098248221,87.29296875,15.04372525215149,0.0001,0.05211358889937401,0.7340415716171265,0.11380975473878094
61,0.316609828080982,87.42578125,15.006665706634521,0.0001,0.0843815878033638,0.739848792552948,0.11303465265925648
62,0.3128544794907793,87.623046875,15.402270078659058,0.0001,0.0689810961484909,0.8439552187919617,0.11384956378241584
63,0.3114370242645964,87.72265625,15.556329727172852,0.0001,0.05853014439344406,0.8586951494216919,0.11502158670881543
64,0.30923776524607094,87.712890625,15.275733470916748,0.0001,0.06517094373703003,0.8035095930099487,0.11583999282862814
65,0.30616267849225554,87.697265625,15.441790580749512,0.0001,0.08638980984687805,0.8243375420570374,0.1149565056018354
66,0.3052061642240733,87.982421875,14.923652172088623,0.0001,0.07317370921373367,0.8751561045646667,0.1135809299320747
67,0.306643788611982,87.8359375,14.888585090637207,0.0001,0.05983598157763481,0.9104011654853821,0.11286913759467411
68,0.2999149282439612,88.228515625,15.738090515136719,0.0001,0.06247488036751747,0.7341145277023315,0.10876139431633138
69,0.29799405340105295,88.240234375,15.216125965118408,0.0001,0.06648989766836166,0.9165168404579163,0.11173834881134248
70,0.29383294770726937,88.3671875,15.705705881118774,0.0001,0.05960683152079582,0.8030646443367004,0.1144557239595708
71,0.29028129725717006,88.541015625,15.57443642616272,0.0001,0.07691165804862976,0.763281524181366,0.10934823961089353
72,0.29113886833656577,88.525390625,15.221922159194946,0.0001,0.06575188040733337,0.8167706727981567,0.1116729153756567
73,0.280086198663339,89.041015625,15.353937149047852,0.0001,0.04183867201209068,0.8681878447532654,0.11030242498253467
74,0.28096446383278817,88.921875,15.553972005844116,0.0001,0.055777646601200104,0.8676484823226929,0.10959926042553306
75,0.2787926983600482,88.9296875,15.464344263076782,0.0001,0.06601487100124359,0.8216685652732849,0.10647870625179844
76,0.2771322486270219,89.205078125,15.884031534194946,0.0001,0.03948640823364258,0.8163717985153198,0.11125741662856588
77,0.2739641985949129,89.19921875,15.473923921585083,0.0001,0.04483409970998764,0.8038511276245117,0.10854116501140802
78,0.26649024152196943,89.44921875,15.449280977249146,0.0001,0.03311488404870033,0.7609966993331909,0.1050227347213375
79,0.2680176179832779,89.33203125,15.09675669670105,0.0001,0.049967437982559204,0.7932413816452026,0.10735780601134746
80,0.2644102756469511,89.6171875,15.356502532958984,0.0001,0.04181121662259102,0.8293308615684509,0.11102874747054144
81,0.2610946519766003,89.7578125,15.1656174659729,0.0001,0.048235099762678146,0.6955840587615967,0.10511270352732047
82,0.2563364317524247,89.97265625,15.217173337936401,0.0001,0.04936899244785309,0.7794520258903503,0.103678825860063
83,0.2566405732696876,90.025390625,15.22659683227539,0.0001,0.04538775235414505,0.7517670392990112,0.10701007913068768
84,0.2534053627261892,89.92578125,15.228354692459106,0.0001,0.05045394226908684,0.6643074750900269,0.10273500693662951
85,0.25357136718928813,90.103515625,15.395841360092163,0.0001,0.03239279240369797,0.7372303009033203,0.11075097815465268
86,0.24924620317760854,90.212890625,15.375500202178955,0.0001,0.032972630113363266,0.7025884389877319,0.10274037727897854
87,0.24842424392933027,90.236328125,15.379222631454468,0.0001,0.03793058916926384,0.7743644118309021,0.10617565055543636
88,0.24407556177349762,90.474609375,14.840013265609741,0.0001,0.027495715767145157,0.7440277934074402,0.10500929801279324
89,0.24284352506743745,90.470703125,15.299567461013794,0.0001,0.041154880076646805,0.7879549264907837,0.10641414179292742
90,0.23459782865596934,90.841796875,14.94945502281189,0.0001,0.03439180552959442,0.7426318526268005,0.09844639889501218
91,0.23432387904496862,90.869140625,14.779385089874268,0.0001,0.0275132916867733,0.727653443813324,0.10364990556942688
92,0.23298786723287776,90.853515625,14.185292720794678,0.0001,0.03277752548456192,0.7469907999038696,0.1006112504687073
93,0.22659678499680014,91.181640625,14.215576648712158,0.0001,0.03788996487855911,0.9023532271385193,0.10141042013548955
94,0.2261359755101148,91.244140625,14.059988737106323,0.0001,0.030255941674113274,0.8905608057975769,0.10216186962464836
95,0.221443008990027,91.357421875,15.503972053527832,0.0001,0.02856425940990448,0.6073504090309143,0.10000624404831979
96,0.22268487244378776,91.375,14.713737487792969,0.0001,0.035163573920726776,0.6776556372642517,0.09812299261578537
97,0.21980852354550734,91.37890625,18.018657684326172,0.0001,0.03537321835756302,0.7371608018875122,0.09789231998010753
98,0.21720000344328583,91.595703125,21.249116897583008,0.0001,0.019176920875906944,0.702836275100708,0.10092930279769491
99,0.21520904442761093,91.58203125,17.313427209854126,0.0001,0.03298741951584816,0.7169936895370483,0.09573341954270677
100,0.21264734867261723,91.92578125,16.979246616363525,0.0001,0.02632855996489525,0.6883338093757629,0.1011275976016876
