epoch,loss,accuracy,time,learning_rate,min_batch_loss,max_batch_loss,std_batch_loss
1,0.7779267894849181,68.27734375,14.986715078353882,0.0001,0.3369998037815094,2.829977035522461,0.17611042232212726
2,0.6644350758381188,73.970703125,13.610117435455322,0.0001,0.3153616189956665,1.2661259174346924,0.14524679657279432
3,0.6325765672512352,75.001953125,13.885313749313354,0.0001,0.2783138155937195,1.2194108963012695,0.13594012930348054
4,0.6334598821029067,74.90234375,13.725744247436523,0.0001,0.29472583532333374,1.2399259805679321,0.13276632682858072
5,0.5999660844355822,75.8359375,13.797414541244507,0.0001,0.2579486668109894,1.118533968925476,0.13769345303354347
6,0.5779059953987599,76.8671875,13.7212073802948,0.0001,0.23863571882247925,1.2299010753631592,0.13792872142672363
7,0.567908495394513,76.998046875,13.602526426315308,0.0001,0.2238045185804367,1.028628945350647,0.13137287626717534
8,0.5506151880323887,77.59765625,13.798997163772583,0.0001,0.19013585150241852,1.1184237003326416,0.1368085595075451
9,0.5392037580348551,78.0078125,13.589666843414307,0.0001,0.20052115619182587,1.266706943511963,0.13147355300379648
10,0.527929419921711,78.486328125,14.281259059906006,0.0001,0.22361506521701813,1.0233776569366455,0.13028317450165855
11,0.5171008037589491,78.9453125,15.554332971572876,0.0001,0.19631478190422058,1.100651741027832,0.13081146522137352
12,0.5117639982886613,79.02734375,18.57415008544922,0.0001,0.20060527324676514,1.1299680471420288,0.12540492834167408
13,0.5056069093104452,79.25390625,16.364445209503174,0.0001,0.1682533174753189,1.0121389627456665,0.1313009850170436
14,0.5003421671595425,79.494140625,16.02825951576233,0.0001,0.16822250187397003,1.0398555994033813,0.1300723163299681
15,0.4921292418241501,79.927734375,15.848427295684814,0.0001,0.14330974221229553,1.0442166328430176,0.1251916325134464
16,0.4813041943125427,80.224609375,14.74222731590271,0.0001,0.19132637977600098,1.0287559032440186,0.1273737784536545
17,0.4792397422995418,80.28125,15.269010305404663,0.0001,0.1903684139251709,0.9747226238250732,0.12433048442685914
18,0.47094505600631237,80.62109375,15.43453073501587,0.0001,0.1703508049249649,1.0999361276626587,0.12936712160452907
19,0.4676914255414158,80.796875,15.294938802719116,0.0001,0.18073013424873352,0.9891156554222107,0.12501637091466195
20,0.46361484785564244,80.9453125,14.493733406066895,0.0001,0.15374843776226044,1.127712607383728,0.12257900395857876
21,0.4573503999505192,81.205078125,15.705652952194214,0.0001,0.16713739931583405,1.1770108938217163,0.12345046652586583
22,0.45354419415816666,81.41015625,16.44334888458252,0.0001,0.14081119000911713,1.1728941202163696,0.12614037379305654
23,0.4531477310601622,81.619140625,13.845221519470215,0.0001,0.12103511393070221,1.0602742433547974,0.13163949716833562
24,0.4444380181375891,81.80078125,15.943333625793457,0.0001,0.14554649591445923,1.0889228582382202,0.1270769345578144
25,0.4403790700528771,81.919921875,14.928643226623535,0.0001,0.15007247030735016,1.0306364297866821,0.12601683214568762
