class_name,precision,recall,f1_score,support
Healthy_Soyabean,0.8843001261034048,0.8765625,0.8804143126177024,3200
Soyabean Semilooper and Caterpillar_Pest_Attack,0.8853057499239428,0.909375,0.8971789733312779,3200
Soyabean_Mosaic,0.7097222222222223,0.7984375,0.7514705882352941,3200
Soyabean_Rust,0.8350966800437797,0.7153125,0.7705773438815015,3200
